Date,Open,High,Low,Close,Volume,Change
2020-01-02,236000,240000,234500,236000,213578,-0.0021141649048626032
2020-01-03,237500,242000,236500,237000,273831,0.004237288135593209
2020-01-06,234000,234500,230000,231000,217886,-0.025316455696202556
2020-01-07,231500,234500,231000,232000,138750,0.0043290043290042934
2020-01-08,229000,229500,226500,228000,340244,-0.017241379310344862
2020-01-09,232000,234000,231000,234000,337466,0.026315789473684292
2020-01-10,234500,238500,234500,237500,248358,0.014957264957264904
2020-01-13,236500,239000,234000,238500,206237,0.004210526315789442
2020-01-14,240000,242500,240000,242000,253387,0.01467505241090139
2020-01-15,242000,243500,238500,242000,205004,0.0
2020-01-16,241000,242000,237000,241500,244731,-0.0020661157024793875
2020-01-17,241000,242000,239000,241500,202782,0.0
2020-01-20,243000,249000,243000,247000,371516,0.022774327122153215
2020-01-21,247500,247500,243000,244000,188964,-0.012145748987854255
2020-01-22,243500,243500,240000,241500,204013,-0.010245901639344246
2020-01-23,240500,241500,238500,240500,249642,-0.0041407867494823725
2020-01-28,232000,233000,223500,226000,583981,-0.06029106029106024
2020-01-29,228000,228500,225000,226500,203199,0.0022123893805310324
2020-01-30,226000,227000,223500,224500,253901,-0.008830022075055233
2020-01-31,224500,226000,220500,221000,359322,-0.015590200445434244
2020-02-03,216000,216500,211000,214500,427513,-0.02941176470588236
2020-02-04,214500,218500,213000,214000,311725,-0.002331002331002363
2020-02-05,216000,217000,213500,214500,297540,0.002336448598130758
2020-02-06,218000,225500,217500,224000,363840,0.04428904428904423
2020-02-07,222500,224000,220000,223000,285403,-0.004464285714285698
2020-02-10,219000,221000,216000,220500,289609,-0.011210762331838597
2020-02-11,219500,223000,218500,222000,212646,0.006802721088435382
2020-02-12,221500,223500,220000,222000,198757,0.0
2020-02-13,222500,225000,220500,221000,379379,-0.0045045045045044585
2020-02-14,219000,220000,217500,219500,217419,-0.006787330316742057
2020-02-17,218500,220000,216500,218500,281494,-0.004555808656036442
2020-02-18,218500,219000,216500,217500,181856,-0.004576659038901587
2020-02-19,219000,220000,216000,216500,190216,-0.0045977011494252595
2020-02-20,217000,218500,214000,215500,203605,-0.004618937644341847
2020-02-21,213500,214000,211000,211500,217235,-0.018561484918793503
2020-02-24,207000,208000,202000,203500,337423,-0.0378250591016549
2020-02-25,201000,203500,201000,202000,306873,-0.0073710073710073765
2020-02-26,200000,201500,198500,200000,339857,-0.00990099009900991
2020-02-27,199000,202500,199000,199000,305381,-0.0050000000000000044
2020-02-28,195000,197000,193000,195500,538272,-0.017587939698492483
2020-03-02,196500,197000,191000,191500,437217,-0.020460358056266004
2020-03-03,195000,196500,192000,192000,369345,0.0026109660574411553
2020-03-04,191000,197000,190500,194000,363057,0.01041666666666674
2020-03-05,196500,197500,194000,197000,421898,0.015463917525773141
2020-03-06,193000,194000,192000,192000,299607,-0.025380710659898442
2020-03-09,186000,186000,180000,180500,551277,-0.05989583333333337
2020-03-10,178000,181500,176000,180500,497558,0.0
2020-03-11,180500,186000,178000,179500,483620,-0.005540166204986097
2020-03-12,180500,181500,172000,178000,1019659,-0.00835654596100277
2020-03-13,164500,174500,162000,171000,784135,-0.0393258426966292
2020-03-16,172500,176500,162000,162000,506250,-0.052631578947368474
2020-03-17,152500,163500,152500,155500,547216,-0.04012345679012341
2020-03-18,156500,159500,147500,147500,559707,-0.05144694533762062
2020-03-19,149500,152500,138500,139500,645668,-0.05423728813559325
2020-03-20,140500,145500,138500,144500,636918,0.03584229390680993
2020-03-23,137500,139500,133000,138000,457989,-0.04498269896193774
2020-03-24,140500,146500,138000,145500,476227,0.05434782608695654
2020-03-25,152000,161000,150000,161000,581137,0.10652920962199319
2020-03-26,158000,162000,155500,155500,509091,-0.03416149068322982
2020-03-27,161500,166500,157500,163500,567062,0.05144694533762051
2020-03-30,156500,161500,155500,160000,501851,-0.021406727828746197
2020-03-31,161500,163500,157500,161000,474039,0.006250000000000089
2020-04-01,159000,161000,154500,155000,396564,-0.037267080745341574
2020-04-02,155000,157500,151500,156000,478869,0.006451612903225712
2020-04-03,154500,157000,154000,157000,395194,0.0064102564102563875
2020-04-06,156500,162500,156000,161000,362428,0.02547770700636942
2020-04-07,164500,165000,158500,161500,643379,0.0031055900621117516
2020-04-08,162000,164000,160500,161000,440329,-0.003095975232198178
2020-04-09,163000,165500,161500,164500,650779,0.021739130434782705
2020-04-10,165000,179000,164500,178000,977632,0.0820668693009119
2020-04-13,191000,191500,181000,181000,994277,0.016853932584269593
2020-04-14,183000,189500,181500,183000,602681,0.011049723756906049
2020-04-16,178500,179500,175000,176000,653004,-0.03825136612021862
2020-04-17,177500,180000,176000,176000,550330,0.0
2020-04-20,176000,178000,174500,175500,390955,-0.0028409090909090606
2020-04-21,173500,175000,168500,171000,560075,-0.02564102564102566
2020-04-22,168000,170000,164500,170000,464539,-0.005847953216374324
2020-04-23,171000,174000,170000,171500,339869,0.008823529411764675
2020-04-24,169500,174500,169000,173000,387885,0.008746355685131268
2020-04-27,175000,175000,171000,174000,421809,0.005780346820809301
2020-04-28,175500,179000,175500,177500,419709,0.02011494252873569
