Date,Open,High,Low,Close,Volume,Change
2020-01-02,71800,72100,71000,71000,284758,-0.015256588072122046
2020-01-03,71400,71900,70800,71100,369493,0.0014084507042253502
2020-01-06,70300,70500,69600,69900,337026,-0.016877637130801704
2020-01-07,69800,70600,69800,70300,265311,0.005722460658083017
2020-01-08,70300,70300,67000,67500,937438,-0.03982930298719778
2020-01-09,68100,68300,66100,66600,1565867,-0.013333333333333308
2020-01-10,67000,67500,66400,66800,797710,0.0030030030030030463
2020-01-13,66900,67000,66200,66600,600906,-0.0029940119760478723
2020-01-14,67200,69400,67100,68300,1081428,0.02552552552552556
2020-01-15,68800,70000,68600,69600,698052,0.019033674963396807
2020-01-16,69800,70000,68900,69900,440562,0.004310344827586299
2020-01-17,69800,70200,68900,69200,464204,-0.010014306151645225
2020-01-20,69600,71700,69400,71200,894609,0.028901734104046284
2020-01-21,71400,71600,70100,70100,379059,-0.015449438202247201
2020-01-22,69800,70500,68600,70400,546215,0.004279600570613384
2020-01-23,69600,69700,68600,69000,604024,-0.019886363636363646
2020-01-28,66600,67500,66600,67100,729302,-0.02753623188405796
2020-01-29,67100,68000,66900,67200,585990,0.0014903129657228842
2020-01-30,67000,67800,66900,67200,549972,0.0
2020-01-31,67200,67600,65800,65900,697360,-0.019345238095238138
2020-02-03,65400,65600,64100,64900,797729,-0.015174506828528056
2020-02-04,64400,65400,64400,65100,716163,0.0030816640986133237
2020-02-05,65600,65700,64800,65200,657342,0.001536098310291889
2020-02-06,65600,67000,65500,66800,635295,0.024539877300613577
2020-02-07,66700,67400,66500,67300,519466,0.007485029940119681
2020-02-10,67000,67000,66100,67000,364246,-0.004457652303120341
2020-02-11,67500,67600,66800,67200,462160,0.0029850746268655914
2020-02-12,67000,68300,67000,67900,487071,0.01041666666666674
2020-02-13,68200,68400,67000,67100,699540,-0.01178203240058906
2020-02-14,67200,67600,66700,67000,354348,-0.0014903129657227732
2020-02-17,66900,67300,66000,67000,560384,0.0
2020-02-18,67900,70000,67700,68900,1338368,0.028358208955223896
2020-02-19,69300,69400,68000,68800,636116,-0.0014513788098693414
2020-02-20,68700,69000,66700,67200,677402,-0.023255813953488413
2020-02-21,66000,67000,65800,66100,531902,-0.016369047619047672
2020-02-24,64800,65000,63100,63300,874557,-0.04236006051437213
2020-02-25,62200,63500,62100,63000,956415,-0.004739336492891044
2020-02-26,62100,63700,61500,63300,607215,0.004761904761904745
2020-02-27,63000,63600,62000,62400,524379,-0.014218009478673022
2020-02-28,61400,61700,60000,60400,932828,-0.03205128205128205
2020-03-02,60300,61200,59600,60100,711979,-0.004966887417218513
2020-03-03,61500,61700,60000,60200,587763,0.0016638935108153063
2020-03-04,60100,61200,60100,60600,520867,0.006644518272425293
2020-03-05,61300,61900,60800,61500,573595,0.014851485148514865
2020-03-06,60900,61100,60200,60300,542438,-0.019512195121951237
2020-03-09,59000,59300,57500,57800,1001568,-0.041459369817578806
2020-03-10,58800,61400,58400,60000,1500440,0.03806228373702414
2020-03-11,60000,61000,58100,59000,938290,-0.01666666666666672
2020-03-12,58900,58900,55000,55500,1649095,-0.05932203389830504
2020-03-13,51100,54500,50600,52500,1968749,-0.05405405405405406
2020-03-16,53100,54200,50400,50400,948845,-0.040000000000000036
2020-03-17,48000,52000,48000,49450,1004008,-0.018849206349206393
2020-03-18,50200,50800,47700,48000,886739,-0.029322548028311468
2020-03-19,48900,49600,43650,43650,1601945,-0.09062499999999996
2020-03-20,44600,45700,43550,45100,1539670,0.03321878579610549
2020-03-23,42350,42850,41600,41850,1186795,-0.07206208425720617
2020-03-24,42700,44450,42200,44400,1316623,0.06093189964157708
2020-03-25,48400,48850,46800,48500,1506779,0.0923423423423424
2020-03-26,49450,51300,48600,49000,1377158,0.010309278350515427
2020-03-27,51300,51500,48000,49400,1110394,0.008163265306122547
2020-03-30,48400,49200,47100,48500,937027,-0.018218623481781382
2020-03-31,49100,49500,47600,48200,1106424,-0.006185567010309256
2020-04-01,48250,50800,47850,48100,1298461,-0.0020746887966804906
2020-04-02,49100,50000,48500,49300,1071663,0.02494802494802495
2020-04-03,50100,51200,49200,49850,963015,0.011156186612576002
2020-04-06,50400,51100,49900,51100,868309,0.02507522567703102
2020-04-07,52500,55600,50900,54500,2123508,0.066536203522505
2020-04-08,54800,54800,53300,53300,1593974,-0.022018348623853212
2020-04-09,54200,54300,53300,54200,926771,0.016885553470919357
2020-04-10,54100,54100,53300,53800,687486,-0.0073800738007380184
2020-04-13,53800,54100,52800,53200,626957,-0.01115241635687736
2020-04-14,53600,53900,53000,53600,922591,0.007518796992481258
2020-04-16,53100,53600,52500,53500,788724,-0.001865671641791078
2020-04-17,54300,55900,53900,54500,1414373,0.01869158878504673
2020-04-20,54700,54800,53500,53800,809110,-0.012844036697247652
2020-04-21,53400,53500,51700,52600,1029388,-0.022304832713754608
2020-04-22,52000,52400,51300,52400,727548,-0.0038022813688213253
2020-04-23,52700,53500,52500,53300,702412,0.01717557251908386
2020-04-24,52800,53200,52300,52600,529035,-0.013133208255159512
2020-04-27,52800,53800,52700,53400,561740,0.015209125475285079
2020-04-28,53800,54500,53100,53600,712240,0.0037453183520599342
2020-04-29,53900,55100,53600,54900,1017067,0.02425373134328357
2020-05-04,54000,55800,53400,55200,1119161,0.005464480874316946
2020-05-06,56300,56400,55200,55500,805783,0.005434782608695565
2020-05-07,55100,55100,54100,54700,754248,-0.014414414414414378
2020-05-08,55000,55500,54900,55200,632501,0.009140767824497242
2020-05-11,55400,55700,54300,54500,536547,-0.0126811594202898
2020-05-12,54600,55400,54000,54500,707739,0.0
2020-05-13,53800,55000,53600,55000,577061,0.00917431192660545
2020-05-14,54500,54900,53900,54200,593689,-0.014545454545454528
2020-05-15,54200,54500,53400,54400,504474,0.0036900369003689537
2020-05-18,54800,56400,54400,56400,1005066,0.03676470588235303
2020-05-19,57800,58600,57200,58200,1138915,0.03191489361702127
2020-05-20,57700,58000,57100,58000,552137,-0.0034364261168384758
2020-05-21,58000,58300,57000,57200,709139,-0.01379310344827589
2020-05-22,57200,57300,55900,56300,518452,-0.01573426573426573
2020-05-25,56600,56600,55400,56100,478311,-0.003552397868561319
2020-05-26,56300,57800,56200,57100,674912,0.017825311942959
2020-05-27,57500,60000,57400,59500,1707086,0.042031523642731994
2020-05-28,59700,59800,57400,58500,1094166,-0.01680672268907568
2020-05-29,57900,59300,57500,59300,900113,0.013675213675213627
2020-06-01,59000,59500,58500,59200,550906,-0.001686340640809414
2020-06-02,59200,61000,59200,60000,846026,0.013513513513513598
2020-06-03,60500,62400,60500,62100,1433963,0.03499999999999992
2020-06-04,62800,63100,61200,62200,934862,0.0016103059581320522
2020-06-05,62200,63000,61700,63000,860924,0.012861736334405238
2020-06-08,64500,64500,63000,64000,975466,0.015873015873015817
2020-06-09,64800,67100,64500,66600,1897513,0.04062499999999991
2020-06-10,67400,70400,66600,70100,2744224,0.052552552552552534
2020-06-11,69500,70800,67500,69000,1942350,-0.015691868758915817
2020-06-12,65300,68900,65200,67800,1689624,-0.017391304347826098
2020-06-15,67000,67100,62800,62900,1545344,-0.07227138643067843
2020-06-16,65100,66100,64400,65200,1220699,0.0365659777424483
2020-06-17,64700,68300,64600,68200,1576915,0.04601226993865026
2020-06-18,68000,69200,66900,67800,946224,-0.0058651026392961825
2020-06-19,68500,68800,65900,68800,861053,0.014749262536873253
2020-06-22,67900,68500,67300,67500,632910,-0.018895348837209336
2020-06-23,68100,68100,65000,66600,849668,-0.013333333333333308
2020-06-24,66400,68000,66200,67000,622511,0.006006006006006093
2020-06-25,65600,66000,64600,64700,798688,-0.03432835820895519
2020-06-26,65500,65500,64500,64700,528872,0.0
2020-06-29,63800,64000,62500,63500,756841,-0.018547140649149974
2020-06-30,64000,64500,63200,63200,648411,-0.0047244094488189115
2020-07-01,64000,65400,63600,64400,564319,0.018987341772152
2020-07-02,64500,65200,64000,64600,451291,0.0031055900621117516
2020-07-03,65000,65400,64100,65000,494161,0.006191950464396356
2020-07-06,65500,68800,65000,68100,1461414,0.0476923076923077
2020-07-07,69400,69500,64600,65500,1720050,-0.038179148311306865
2020-07-08,66200,67900,65600,66400,1111546,0.013740458015267132
2020-07-09,67500,68400,67100,67700,984866,0.01957831325301207
2020-07-10,68100,68600,66500,68200,781290,0.007385524372230501
2020-07-13,69200,69400,68200,68500,569857,0.004398826979472137
2020-07-14,68700,71200,68600,70800,1780194,0.033576642335766405
2020-07-15,71700,75000,71600,74900,2504840,0.057909604519774005
2020-07-16,75100,76000,73000,74500,1184023,-0.005340453938584733
2020-07-17,75100,76700,74200,75700,1266762,0.016107382550335503
2020-07-20,75600,76200,74500,76000,901831,0.003963011889035695
2020-07-21,76200,76300,74600,74900,912127,-0.014473684210526305
2020-07-22,75000,76300,74500,75000,801570,0.001335113484646211
2020-07-23,74800,74800,73100,74100,759138,-0.01200000000000001
2020-07-24,73400,75200,73000,74100,698830,0.0
2020-07-27,73700,75300,73300,73600,568984,-0.006747638326585648
2020-07-28,74000,74200,72100,72500,975596,-0.014945652173913082
2020-07-29,72500,73400,71700,72000,804210,-0.006896551724137945
2020-07-30,72700,73500,71800,72100,735701,0.001388888888888884
2020-07-31,72200,72500,70600,70700,851076,-0.01941747572815533
2020-08-03,71300,74500,71000,74000,1183563,0.04667609618104662
2020-08-04,74900,78100,74000,77900,1738014,0.05270270270270272
2020-08-05,78900,78900,76500,78300,1197933,0.005134788189987249
2020-08-06,78300,78900,76900,77200,899941,-0.01404853128991057
2020-08-07,77800,78300,76300,77200,759800,0.0
2020-08-10,77100,86200,76500,85700,3706582,0.11010362694300513
2020-08-11,86300,86300,83000,83000,1684857,-0.031505250875145885
2020-08-12,82900,88900,81300,87300,2704977,0.051807228915662584
2020-08-13,87700,90300,85000,87000,1950559,-0.0034364261168384758
2020-08-14,87400,90000,85900,88700,1669303,0.019540229885057547
2020-08-18,88300,89200,82500,84000,1462971,-0.0529875986471251
2020-08-19,84000,88000,83600,85000,1316003,0.011904761904761862
2020-08-20,84700,87300,84000,84900,1424255,-0.0011764705882353343
2020-08-21,86800,91000,86700,90300,2978055,0.06360424028268552
2020-08-24,90000,91600,89100,90600,1265081,0.0033222591362125353
2020-08-25,90500,92400,89600,90300,1161120,-0.0033112582781457123
2020-08-26,90200,90200,86800,87900,1571474,-0.02657807308970095
2020-08-27,87700,88700,85500,86200,1330067,-0.019340159271899915
2020-08-28,87100,87900,85200,85900,954228,-0.0034802784222738303
2020-08-31,86100,87300,84200,84200,1388783,-0.019790454016297976
2020-09-01,85100,87900,84700,87700,1133236,0.04156769596199528
2020-09-02,89300,89700,85300,86500,1170481,-0.013683010262257711
2020-09-03,86500,87300,85600,85700,764553,-0.009248554913294793
2020-09-04,83000,84600,83000,84000,974597,-0.019836639439906656
2020-09-07,83700,85300,82900,83800,629528,-0.0023809523809523725
2020-09-08,84300,87200,83100,85800,1367597,0.023866348448687402
2020-09-09,87200,92000,84600,90200,3555936,0.05128205128205132
2020-09-10,91100,95000,90500,93200,2880767,0.03325942350332589
2020-09-11,93200,93900,89700,92400,1507008,-0.008583690987124415
2020-09-14,93500,94900,91300,92100,1226790,-0.0032467532467532756
2020-09-15,92000,93100,90700,91800,952767,-0.0032573289902280145
2020-09-16,91200,93300,90300,90600,815205,-0.013071895424836555
2020-09-17,91000,91200,88900,90600,870174,0.0
2020-09-18,90700,90900,88700,89900,931059,-0.007726269315673329
2020-09-21,90100,92500,89400,90900,1050515,0.011123470522803158
2020-09-22,90400,91400,88000,88900,1054942,-0.022002200220021972
2020-09-23,89500,91500,88000,91200,1121711,0.025871766029246235
2020-09-24,89600,91500,89500,89500,1150871,-0.018640350877192957
2020-09-25,91000,93700,90200,92900,1625943,0.03798882681564253
2020-09-28,93800,94500,91500,91700,905918,-0.012917115177610294
2020-09-29,92700,93400,91500,91700,762189,0.0
