date,max_180,min_180,mean_180,adjusted_mean_180,max_90,min_90,mean_90,adjusted_mean_90,max_60,min_60,mean_60,adjusted_mean_60,max_30,min_30,mean_30,adjusted_mean_30
2021-11-06,18420000,3240000,6685500,6472902,12890000,3240000,6048223,5942500,12890000,3240000,6153834,6046667,10020000,3880000,6410000,6365385,8450000,5840000,7472000,7690000
