date,max_180,min_180,mean_180,adjusted_mean_180,max_90,min_90,mean_90,adjusted_mean_90,max_60,min_60,mean_60,adjusted_mean_60,max_30,min_30,mean_30,adjusted_mean_30
2021-12-31,38250000,3180000,8317556,7832963,38250000,3180000,9631778,9031375,38250000,3180000,10486167,9894445,38250000,3180000,11595667,10807693,5980000,3180000,4596000,4606667
