date,max_180,min_180,mean_180,adjusted_mean_180,max_90,min_90,mean_90,adjusted_mean_90,max_60,min_60,mean_60,adjusted_mean_60,max_30,min_30,mean_30,adjusted_mean_30
2021-11-11,16930000,983330,3683019,3504445,16930000,983330,3261704,3033750,16930000,983330,3363889,3070741,5170000,2170000,2886334,2818077,2790000,2310000,2518000,2496667
