date,max_180,min_180,mean_180,adjusted_mean_180,max_90,min_90,mean_90,adjusted_mean_90,max_60,min_60,mean_60,adjusted_mean_60,max_30,min_30,mean_30,adjusted_mean_30
2022-01-11,4360000,47400,379589,293015,1240000,47400,225634,188821,1240000,47400,192523,151858,342450,47400,140425,133537,300880,151050,245092,257844
