date,max_180,min_180,mean_180,adjusted_mean_180,max_90,min_90,mean_90,adjusted_mean_90,max_60,min_60,mean_60,adjusted_mean_60,max_30,min_30,mean_30,adjusted_mean_30
2021-09-14,6760000,589180,2167853,2088766,6760000,864880,1778048,1689375,6760000,864880,1620072,1508334,1850000,864880,1305809,1301791,1640000,1100000,1332000,1306667
