date,max_180,min_180,mean_180,adjusted_mean_180,max_90,min_90,mean_90,adjusted_mean_90,max_60,min_60,mean_60,adjusted_mean_60,max_30,min_30,mean_30,adjusted_mean_30
2021-10-03,5170000,109600,707277,635529,2370000,109600,577633,538765,1420000,109600,534338,514468,1020000,109600,491404,476731,977530,259411,550570,505304
