date,max_180,min_180,mean_180,adjusted_mean_180,max_90,min_90,mean_90,adjusted_mean_90,max_60,min_60,mean_60,adjusted_mean_60,max_30,min_30,mean_30,adjusted_mean_30
2021-09-29,44850000,5750000,13554889,13051173,27090000,5750000,11174000,10764750,27090000,5750000,10923167,10418149,18850000,6220000,10243667,10009616,15150000,8340000,11844000,11910000
