date,max_180,min_180,mean_180,adjusted_mean_180,max_90,min_90,mean_90,adjusted_mean_90,max_60,min_60,mean_60,adjusted_mean_60,max_30,min_30,mean_30,adjusted_mean_30
2021-10-06,190450000,4620000,28100945,23904383,148950000,4620000,21071000,16205625,148950000,5240000,25472167,20899630,148950000,6890000,40679334,35978847,120090000,28620000,51928000,36976667
