date,max_180,min_180,mean_180,adjusted_mean_180,max_90,min_90,mean_90,adjusted_mean_90,max_60,min_60,mean_60,adjusted_mean_60,max_30,min_30,mean_30,adjusted_mean_30
2021-10-19,11890000,53660,1888864,1688401,10550000,53660,1697215,1433268,2930000,53660,901579,846936,1900000,53660,685162,653552,905180,307620,612512,616587
