date,max_180,min_180,mean_180,adjusted_mean_180,max_90,min_90,mean_90,adjusted_mean_90,max_60,min_60,mean_60,adjusted_mean_60,max_30,min_30,mean_30,adjusted_mean_30
2021-10-16,21450000,2920000,5753389,5484383,12170000,2920000,5330112,5115000,11750000,2920000,5461667,5283704,11430000,2920000,5311334,5075770,5780000,3780000,4670000,4596667
