date,max_180,min_180,mean_180,adjusted_mean_180,max_90,min_90,mean_90,adjusted_mean_90,max_60,min_60,mean_60,adjusted_mean_60,max_30,min_30,mean_30,adjusted_mean_30
2021-10-25,59330000,2420000,9140760,8164437,21670000,3150000,7331334,6965500,21670000,3260000,7235667,6825186,16110000,3470000,6429000,6074231,10800000,3470000,5488000,4390000
