date,max_180,min_180,mean_180,adjusted_mean_180,max_90,min_90,mean_90,adjusted_mean_90,max_60,min_60,mean_60,adjusted_mean_60,max_30,min_30,mean_30,adjusted_mean_30
2021-11-04,33100000,3830000,7687723,7300309,16870000,3830000,6429778,6225875,16870000,3830000,6180834,5973889,9950000,3910000,6131667,6012693,9950000,3910000,6762000,6650000
