date,max_180,min_180,mean_180,adjusted_mean_180,max_90,min_90,mean_90,adjusted_mean_90,max_60,min_60,mean_60,adjusted_mean_60,max_30,min_30,mean_30,adjusted_mean_30
2021-12-01,64270000,1900000,9379750,8061112,64270000,1900000,9379750,8061112,64270000,1900000,8597000,7006667,64270000,3740000,11261334,8626154,14380000,5020000,8990000,8516667
